FIPS,Location,County,State,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
37051,"Cumberland County, North Carolina",Cumberland,North Carolina,68.5,43.71,1.75,-42.57,7.75,62.33
37053,"Currituck County, North Carolina",Currituck,North Carolina,69.7,49.02,1.08,-55.78,5.78,89.65
37055,"Dare County, North Carolina",Dare,North Carolina,50.4,43.21,0.92,-51.46,4.62,82.91
37057,"Davidson County, North Carolina",Davidson,North Carolina,77.1,125.83,1.13,-35.71,6.31,94.01
37059,"Davie County, North Carolina",Davie,North Carolina,59.6,75.26,0.82,-49.09,5.03,81.1
37061,"Duplin County, North Carolina",Duplin,North Carolina,56,19.96,1.3,-52.05,7.55,53.29
37063,"Durham County, North Carolina",Durham,North Carolina,43.6,17.49,1.26,-56.98,6.38,80.39
37065,"Edgecombe County, North Carolina",Edgecombe,North Carolina,50.2,20.32,1.99,-40.22,6.92,74.21
37067,"Forsyth County, North Carolina",Forsyth,North Carolina,60.9,52.13,1.1,-45.49,7.25,106.88
37069,"Franklin County, North Carolina",Franklin,North Carolina,57.4,61.98,1.23,-57.83,5.97,78.91
37071,"Gaston County, North Carolina",Gaston,North Carolina,93.9,173.58,1.21,-33.43,6.8,119.91
37073,"Gates County, North Carolina",Gates,North Carolina,60.5,38.53,1.56,-57.13,6.08,70.75
37075,"Graham County, North Carolina",Graham,North Carolina,80.1,104.34,1.27,-40.72,5.55,115.97
37077,"Granville County, North Carolina",Granville,North Carolina,55.4,33.65,1.51,-60.00,5.76,66.04
37079,"Greene County, North Carolina",Greene,North Carolina,57.7,40.38,1.95,-40.28,8.49,85.32
37081,"Guilford County, North Carolina",Guilford,North Carolina,53.4,35.52,1.29,-45.02,6.32,105.43
37083,"Halifax County, North Carolina",Halifax,North Carolina,65.5,54.85,2.23,-34.82,6.48,82.94
37085,"Harnett County, North Carolina",Harnett,North Carolina,73.4,62.5,1.36,-48.62,8.01,86.02
37087,"Haywood County, North Carolina",Haywood,North Carolina,67.5,60.93,0.99,-51.66,5.85,102.75
37089,"Henderson County, North Carolina",Henderson,North Carolina,55.4,56.57,1.02,-45.20,5.3,94.66
37091,"Hertford County, North Carolina",Hertford,North Carolina,51.8,29.75,2.2,-32.52,6.78,90.04
37093,"Hoke County, North Carolina",Hoke,North Carolina,70.8,58.13,1.89,-52.00,8.35,76.35
37095,"Hyde County, North Carolina",Hyde,North Carolina,52.2,37.61,1.71,-48.35,5.22,68.01
37097,"Iredell County, North Carolina",Iredell,North Carolina,72.8,127.62,0.99,-49.49,6.09,102.17
37099,"Jackson County, North Carolina",Jackson,North Carolina,64,68.58,1.13,-46.98,5.83,108.93
37101,"Johnston County, North Carolina",Johnston,North Carolina,58.8,37.09,1.11,-54.20,7.74,76.42
37103,"Jones County, North Carolina",Jones,North Carolina,66.1,45.25,1.77,-44.63,9.41,87.96
37105,"Lee County, North Carolina",Lee,North Carolina,62.6,47.52,1.19,-51.85,6.49,71.25
37107,"Lenoir County, North Carolina",Lenoir,North Carolina,66.4,52.1,2.04,-27.29,10.7,96.52
37109,"Lincoln County, North Carolina",Lincoln,North Carolina,76.9,150.19,1.13,-43.38,6.21,118.43
37111,"McDowell County, North Carolina",McDowell,North Carolina,73.5,92.14,1.47,-46.53,6.22,106.06
37113,"Macon County, North Carolina",Macon,North Carolina,58.1,85.92,1.04,-47.89,4.94,108.33
37115,"Madison County, North Carolina",Madison,North Carolina,67.4,71.39,1.06,-52.13,5.01,81.65
37117,"Martin County, North Carolina",Martin,North Carolina,59.2,30.97,2.31,-38.30,7.43,82.61
37119,"Mecklenburg County, North Carolina",Mecklenburg,North Carolina,45.1,14.72,1.06,-54.14,6.7,92.18
37121,"Mitchell County, North Carolina",Mitchell,North Carolina,93.3,76.99,1.63,-42.90,4.82,85.27
37123,"Montgomery County, North Carolina",Montgomery,North Carolina,67.1,80.38,1.3,-45.77,6.46,78.73
37125,"Moore County, North Carolina",Moore,North Carolina,46.2,35.43,1.09,-55.62,6.83,81.26
37127,"Nash County, North Carolina",Nash,North Carolina,65.9,47,1.37,-41.23,7.86,98
37129,"New Hanover County, North Carolina",New Hanover,North Carolina,50.2,20.27,1.3,-49.57,7.42,63.8
37131,"Northampton County, North Carolina",Northampton,North Carolina,55.2,41.56,2.34,-44.50,5.95,70.19
37133,"Onslow County, North Carolina",Onslow,North Carolina,70.5,36.21,1.28,-51.27,7.55,52.47
37135,"Orange County, North Carolina",Orange,North Carolina,39.9,14.32,0.84,-62.13,4.88,67.61
37137,"Pamlico County, North Carolina",Pamlico,North Carolina,52.5,34.6,2.28,-41.30,7.18,78.96
37139,"Pasquotank County, North Carolina",Pasquotank,North Carolina,63.6,67.51,1.73,-37.75,5.62,92.54
37141,"Pender County, North Carolina",Pender,North Carolina,61.7,41.86,1.15,-61.99,7.05,56.51
37143,"Perquimans County, North Carolina",Perquimans,North Carolina,41,28.71,1.27,-55.84,5.61,72.92
37145,"Person County, North Carolina",Person,North Carolina,61.3,65.86,1.52,-46.92,5.46,87.57
37147,"Pitt County, North Carolina",Pitt,North Carolina,51.5,16.29,2,-41.68,8.19,81.85
37149,"Polk County, North Carolina",Polk,North Carolina,54.2,67.21,1.17,-46.45,5.02,100.98
37151,"Randolph County, North Carolina",Randolph,North Carolina,77.5,137.94,0.97,-37.90,5.78,103.68
37153,"Richmond County, North Carolina",Richmond,North Carolina,84.2,114.58,1.95,-29.99,8.15,107.39
37155,"Robeson County, North Carolina",Robeson,North Carolina,63,61.3,2,-33.88,9.66,88.43
37157,"Rockingham County, North Carolina",Rockingham,North Carolina,81.5,104.48,1.71,-37.46,5.69,101.08
37159,"Rowan County, North Carolina",Rowan,North Carolina,73.9,132.6,1.07,-42.24,6.27,81.86
37161,"Rutherford County, North Carolina",Rutherford,North Carolina,76.9,122.11,1.65,-30.51,5.79,112.45
37163,"Sampson County, North Carolina",Sampson,North Carolina,62.8,44.92,1.74,-45.08,8.08,72.03
37165,"Scotland County, North Carolina",Scotland,North Carolina,68.6,78.62,2.56,-20.43,10.7,123.78
37167,"Stanly County, North Carolina",Stanly,North Carolina,62.9,114.08,1.33,-35.11,6.81,100.65
37169,"Stokes County, North Carolina",Stokes,North Carolina,71.2,90.33,0.82,-48.02,5.02,93.72
37171,"Surry County, North Carolina",Surry,North Carolina,75.6,81.6,1.14,-43.87,5.67,102.04
37173,"Swain County, North Carolina",Swain,North Carolina,78.2,95.82,1.26,-46.64,6.96,110.74
37175,"Transylvania County, North Carolina",Transylvania,North Carolina,50.2,64.09,1.12,-40.44,6.1,125.05
37177,"Tyrrell County, North Carolina",Tyrrell,North Carolina,54.7,41.04,1.81,-42.45,5.6,90.39
37179,"Union County, North Carolina",Union,North Carolina,54.3,72.2,1.11,-49.85,6.2,82.86
37181,"Vance County, North Carolina",Vance,North Carolina,67.6,55.82,1.8,-41.22,6.16,79.1
37183,"Wake County, North Carolina",Wake,North Carolina,40.6,0.33,0.87,-59.79,6.37,78.55
37185,"Warren County, North Carolina",Warren,North Carolina,48.2,33.7,1.64,-55.05,5.01,58.41
37187,"Washington County, North Carolina",Washington,North Carolina,52.5,32.8,2.26,-32.14,6.29,81.44
37189,"Watauga County, North Carolina",Watauga,North Carolina,54.3,64.74,1.12,-48.02,5.61,94.37
37191,"Wayne County, North Carolina",Wayne,North Carolina,58.2,22.44,1.55,-46.34,7.95,55.9
37193,"Wilkes County, North Carolina",Wilkes,North Carolina,69.3,88.19,1.12,-40.84,5.05,90.35
37195,"Wilson County, North Carolina",Wilson,North Carolina,53.8,30.08,1.96,-39.91,9.39,81.95
37197,"Yadkin County, North Carolina",Yadkin,North Carolina,75.6,107.1,1.16,-39.84,6.29,106.66
37199,"Yancey County, North Carolina",Yancey,North Carolina,67.7,77.01,1.32,-43.50,5.62,97.45
38001,"Adams County, North Dakota",Adams,North Dakota,49.8,42.49,1.62,-48.58,4.01,88.79
38003,"Barnes County, North Dakota",Barnes,North Dakota,45.7,54.43,1.27,-54.77,4.67,93.06
38005,"Benson County, North Dakota",Benson,North Dakota,61.7,101.49,1.6,-48.72,6.66,144.2
38007,"Billings County, North Dakota",Billings,North Dakota,26.9,61.62,0.92,-47.87,3.11,131.03
38009,"Bottineau County, North Dakota",Bottineau,North Dakota,56.4,91.91,1.45,-49.67,5.07,107.37
38011,"Bowman County, North Dakota",Bowman,North Dakota,51.2,26.81,1.34,-55.41,4.89,97.21
38013,"Burke County, North Dakota",Burke,North Dakota,46.3,49.8,1.28,-56.76,4.4,95.26
38015,"Burleigh County, North Dakota",Burleigh,North Dakota,39.2,33.29,1.02,-53.32,3.97,86.31
38017,"Cass County, North Dakota",Cass,North Dakota,47,43.28,1.26,-45.60,5.06,113.04
38019,"Cavalier County, North Dakota",Cavalier,North Dakota,49.2,57.63,0.97,-59.75,3.66,60.37
38021,"Dickey County, North Dakota",Dickey,North Dakota,57.2,67.72,1.36,-50.30,5.13,109.98
38023,"Divide County, North Dakota",Divide,North Dakota,47.8,41.15,1.45,-57.52,4.08,87.44
38025,"Dunn County, North Dakota",Dunn,North Dakota,44.1,41.25,1.32,-57.88,5.04,108.68
38027,"Eddy County, North Dakota",Eddy,North Dakota,60.5,55.84,1.45,-51.57,4.93,98.67
38029,"Emmons County, North Dakota",Emmons,North Dakota,35.6,6.22,1.26,-56.31,3.93,83.67
38031,"Foster County, North Dakota",Foster,North Dakota,45.9,38.52,1.12,-57.16,4.18,80.61
38033,"Golden Valley County, North Dakota",Golden Valley,North Dakota,44,60.28,1.25,-49.21,4.3,118.43
38035,"Grand Forks County, North Dakota",Grand Forks,North Dakota,50.7,67.09,1.05,-54.30,4.59,88.56
38037,"Grant County, North Dakota",Grant,North Dakota,40.7,45.74,1.16,-55.35,3.48,93.28
38039,"Griggs County, North Dakota",Griggs,North Dakota,51.2,42.78,1.08,-58.29,4.08,74.77
38041,"Hettinger County, North Dakota",Hettinger,North Dakota,43.4,39.79,1.23,-56.37,3.57,77.42
38043,"Kidder County, North Dakota",Kidder,North Dakota,33.6,40.61,1.14,-56.46,3.75,100.65
38045,"LaMoure County, North Dakota",LaMoure,North Dakota,41.2,47.27,1.21,-55.86,4.12,89.32
38047,"Logan County, North Dakota",Logan,North Dakota,37.1,38.23,1.44,-48.98,4.36,101.66
38049,"McHenry County, North Dakota",McHenry,North Dakota,52.4,61.25,1.29,-55.43,4.46,82.16
38051,"McIntosh County, North Dakota",McIntosh,North Dakota,34.4,20.72,1.25,-51.45,3.71,86.86
38053,"McKenzie County, North Dakota",McKenzie,North Dakota,46.5,29.9,1.18,-58.45,5.23,96.74
38055,"McLean County, North Dakota",McLean,North Dakota,53.9,71.58,1.32,-49.09,5.23,104.37
38057,"Mercer County, North Dakota",Mercer,North Dakota,39.2,34.15,1.4,-50.14,4.77,93.94
38059,"Morton County, North Dakota",Morton,North Dakota,43.8,40.07,1.27,-50.55,4.53,99.63
38061,"Mountrail County, North Dakota",Mountrail,North Dakota,56.8,45.2,1.28,-58.64,6.63,117.9
38063,"Nelson County, North Dakota",Nelson,North Dakota,56.4,62.06,1.33,-51.61,4.45,91.61
38065,"Oliver County, North Dakota",Oliver,North Dakota,36.5,11.43,1.05,-59.74,4.09,71.27
38067,"Pembina County, North Dakota",Pembina,North Dakota,47.1,58.52,1.14,-55.11,3.69,69.28
38069,"Pierce County, North Dakota",Pierce,North Dakota,58.8,104.6,1.57,-45.32,4.89,112.12
38071,"Ramsey County, North Dakota",Ramsey,North Dakota,51.5,69.05,1.26,-50.98,4.28,93.53
38073,"Ransom County, North Dakota",Ransom,North Dakota,81.8,91.51,1.4,-49.09,6.62,134.94
38075,"Renville County, North Dakota",Renville,North Dakota,59.7,101.23,1.17,-52.06,4.51,99.68
38077,"Richland County, North Dakota",Richland,North Dakota,40.4,47.82,1.03,-54.89,4.14,89.98
38079,"Rolette County, North Dakota",Rolette,North Dakota,96.8,138.58,1.96,-39.20,7.29,129.2
38081,"Sargent County, North Dakota",Sargent,North Dakota,57.1,43.13,1.21,-54.47,4.79,87.08
38083,"Sheridan County, North Dakota",Sheridan,North Dakota,34.8,43.04,1.11,-55.68,3.6,86.3
38085,"Sioux County, North Dakota",Sioux,North Dakota,76.1,77.26,1.98,-48.74,10.3,148.55
38087,"Slope County, North Dakota",Slope,North Dakota,32.4,23.59,0.99,-59.43,3.02,78.94
38089,"Stark County, North Dakota",Stark,North Dakota,41.3,39.32,1.3,-52.42,4.42,97.67
38091,"Steele County, North Dakota",Steele,North Dakota,35.6,23.57,0.85,-61.90,3.55,62.78
38093,"Stutsman County, North Dakota",Stutsman,North Dakota,47.6,67.51,1.31,-50.25,4.3,98.1
38095,"Towner County, North Dakota",Towner,North Dakota,62,103.63,1.71,-42.34,3.8,91.08
38097,"Traill County, North Dakota",Traill,North Dakota,42.7,44.41,1.19,-52.69,4.68,91.06
38099,"Walsh County, North Dakota",Walsh,North Dakota,45,54.79,0.96,-57.34,3.85,75.59
38101,"Ward County, North Dakota",Ward,North Dakota,61.4,77.71,1.27,-48.14,5.75,103.7
38103,"Wells County, North Dakota",Wells,North Dakota,43.9,59,1.23,-51.29,3.64,82.76
38105,"Williams County, North Dakota",Williams,North Dakota,52.3,64.27,1.42,-52.68,4.82,104.44
39001,"Adams County, Ohio",Adams,Ohio,94.8,110.08,1.43,-43.23,5.57,136.54
39003,"Allen County, Ohio",Allen,Ohio,68.7,60.41,1.35,-32.29,6.54,112.7
39005,"Ashland County, Ohio",Ashland,Ohio,61.8,56.82,0.87,-41.63,7.89,145.52
39007,"Ashtabula County, Ohio",Ashtabula,Ohio,71.5,71.93,0.9,-33.88,4.8,96.85
39009,"Athens County, Ohio",Athens,Ohio,74.7,47.26,0.76,-50.29,5.33,89.95
39011,"Auglaize County, Ohio",Auglaize,Ohio,53.3,34.93,0.9,-45.69,5.44,103.5
39013,"Belmont County, Ohio",Belmont,Ohio,68.3,50.22,0.86,-38.78,4.89,77.94
39015,"Brown County, Ohio",Brown,Ohio,79.3,105.67,1.13,-45.68,5.83,153.5
39017,"Butler County, Ohio",Butler,Ohio,70.2,38.81,1.07,-46.95,6.13,133.95
39019,"Carroll County, Ohio",Carroll,Ohio,71.6,57.21,1.35,-26.01,5.69,121.64
39021,"Champaign County, Ohio",Champaign,Ohio,64.4,56.28,1.01,-31.91,6.23,130.53
39023,"Clark County, Ohio",Clark,Ohio,70.6,51.35,1.34,-31.16,6.37,126.55
39025,"Clermont County, Ohio",Clermont,Ohio,68.3,31.96,1.04,-45.23,6.5,139.37
39027,"Clinton County, Ohio",Clinton,Ohio,74.9,66.08,1.11,-45.90,6.25,131.68
39029,"Columbiana County, Ohio",Columbiana,Ohio,75,66.17,1.23,-36.53,5.92,102.25
39031,"Coshocton County, Ohio",Coshocton,Ohio,66.6,56.76,1.11,-32.97,5.2,105.1
39033,"Crawford County, Ohio",Crawford,Ohio,74.4,106.7,1.12,-24.52,6.49,152.75
39035,"Cuyahoga County, Ohio",Cuyahoga,Ohio,48.4,28.39,1.22,-39.67,4.98,103.16
39037,"Darke County, Ohio",Darke,Ohio,52.8,44.64,0.96,-44.90,5.16,103.72
39039,"Defiance County, Ohio",Defiance,Ohio,64.9,43.54,1.18,-35.73,5.68,106.49
39041,"Delaware County, Ohio",Delaware,Ohio,46.4,7.5,0.65,-53.14,5.35,117.21
39043,"Erie County, Ohio",Erie,Ohio,76.5,72.46,0.99,-34.03,8.72,181.39
39045,"Fairfield County, Ohio",Fairfield,Ohio,58.5,26.57,0.8,-41.76,6.66,111.56
39047,"Fayette County, Ohio",Fayette,Ohio,82.8,89.72,1.08,-37.19,5.92,133.59
39049,"Franklin County, Ohio",Franklin,Ohio,65.1,37.55,1.2,-34.67,6.92,108.99
39051,"Fulton County, Ohio",Fulton,Ohio,57.7,54.11,1.05,-38.81,7.19,119.04
39053,"Gallia County, Ohio",Gallia,Ohio,87.6,86.23,1.04,-40.13,6.69,133.51
39055,"Geauga County, Ohio",Geauga,Ohio,45.2,12.15,0.6,-51.38,4.81,89.27
39057,"Greene County, Ohio",Greene,Ohio,53.9,15.91,0.95,-44.85,5.9,130.81
39059,"Guernsey County, Ohio",Guernsey,Ohio,73.2,47.2,1.05,-42.07,5.54,91.19
39061,"Hamilton County, Ohio",Hamilton,Ohio,58.5,34.78,1.4,-41.96,6.64,138.62
39063,"Hancock County, Ohio",Hancock,Ohio,54.2,56.98,1.2,-38.19,5.8,112.23
39065,"Hardin County, Ohio",Hardin,Ohio,59,35.07,1.19,-39.91,5.47,109.05
39067,"Harrison County, Ohio",Harrison,Ohio,68.9,51.31,1.02,-32.47,4.71,104.03
39069,"Henry County, Ohio",Henry,Ohio,52.4,34.82,1.18,-39.58,6.36,108.74
39071,"Highland County, Ohio",Highland,Ohio,90.3,113.7,1.09,-39.38,5.89,136.37
39073,"Hocking County, Ohio",Hocking,Ohio,65.5,23.05,0.87,-47.79,5.79,103.83
39075,"Holmes County, Ohio",Holmes,Ohio,42.4,41.91,0.74,-43.40,4.27,109.48
39077,"Huron County, Ohio",Huron,Ohio,73.6,93.23,0.91,-34.28,6.99,162.33
39079,"Jackson County, Ohio",Jackson,Ohio,98.1,77.71,1.09,-46.79,5.99,127.07
39081,"Jefferson County, Ohio",Jefferson,Ohio,80.7,67.23,1.26,-27.41,4.87,94.57
39083,"Knox County, Ohio",Knox,Ohio,60.6,66.41,0.91,-40.48,5.23,114.68
39085,"Lake County, Ohio",Lake,Ohio,54.2,22.39,0.78,-46.51,6.04,112.48
39087,"Lawrence County, Ohio",Lawrence,Ohio,85.3,63.08,1.19,-42.18,5.96,137.47
39089,"Licking County, Ohio",Licking,Ohio,72.4,54.4,1.11,-34.93,6.94,118.69
39091,"Logan County, Ohio",Logan,Ohio,68.8,38.67,1.12,-37.54,6.74,124.52
39093,"Lorain County, Ohio",Lorain,Ohio,69.4,68.95,1.1,-37.33,6.24,121.69
39095,"Lucas County, Ohio",Lucas,Ohio,70.4,47.43,1.4,-33.69,6.8,108.37
39097,"Madison County, Ohio",Madison,Ohio,70.7,53.29,1.17,-33.21,6.2,126.86
39099,"Mahoning County, Ohio",Mahoning,Ohio,58.9,75.27,1.12,-30.44,5.55,116.75
39101,"Marion County, Ohio",Marion,Ohio,69,47.68,1.14,-33.46,5.86,107.57
39103,"Medina County, Ohio",Medina,Ohio,57.4,59.02,0.67,-42.21,5.58,137.91
39105,"Meigs County, Ohio",Meigs,Ohio,74.3,63.26,0.77,-49.51,5.27,97.2
39107,"Mercer County, Ohio",Mercer,Ohio,41.9,29.29,0.86,-49.34,5.01,94.72
39109,"Miami County, Ohio",Miami,Ohio,63.7,49.15,0.93,-41.93,5.93,122.14
39111,"Monroe County, Ohio",Monroe,Ohio,54.3,41.99,0.82,-39.58,4.69,95.22
39113,"Montgomery County, Ohio",Montgomery,Ohio,60.2,43.78,1.32,-38.22,5.93,117.76
39115,"Morgan County, Ohio",Morgan,Ohio,67.3,26.34,0.84,-49.59,5.41,79.62
39117,"Morrow County, Ohio",Morrow,Ohio,72,81.98,1.01,-34.49,5.57,115.51
39119,"Muskingum County, Ohio",Muskingum,Ohio,87.5,54.08,1.13,-36.26,6.65,107.66
39121,"Noble County, Ohio",Noble,Ohio,45.7,26.13,0.7,-49.02,4.39,82.4
39123,"Ottawa County, Ohio",Ottawa,Ohio,55.2,36.39,0.88,-38.84,6.11,140.23
39125,"Paulding County, Ohio",Paulding,Ohio,66.1,54.86,1.01,-42.12,5.81,103.14
39127,"Perry County, Ohio",Perry,Ohio,81.4,30.29,0.89,-45.06,6.12,94.59
39129,"Pickaway County, Ohio",Pickaway,Ohio,71,43.89,0.95,-42.66,6.84,118.79
39131,"Pike County, Ohio",Pike,Ohio,86,97.74,1.25,-33.12,5.92,153.81
39133,"Portage County, Ohio",Portage,Ohio,62.1,60.18,0.78,-37.94,5.21,113.62
39135,"Preble County, Ohio",Preble,Ohio,64.4,68.62,0.99,-46.59,5.26,113.39
39137,"Putnam County, Ohio",Putnam,Ohio,52.4,46.41,1.11,-42.16,5.32,104.98
39139,"Richland County, Ohio",Richland,Ohio,68.6,68.63,1.27,-32.38,6.33,139
39141,"Ross County, Ohio",Ross,Ohio,82,86.66,0.88,-38.82,6.6,143.06
39143,"Sandusky County, Ohio",Sandusky,Ohio,66,83.52,0.96,-31.57,6.55,166.8
39145,"Scioto County, Ohio",Scioto,Ohio,90.1,82.16,1.12,-48.85,5.9,133.04
39147,"Seneca County, Ohio",Seneca,Ohio,70.5,112.99,0.93,-33.90,5.38,135.53
39149,"Shelby County, Ohio",Shelby,Ohio,65.7,63.79,0.85,-40.98,6.12,120.69
39151,"Stark County, Ohio",Stark,Ohio,60.1,30.61,1.01,-42.08,5.13,83.2
39153,"Summit County, Ohio",Summit,Ohio,65.6,54.53,1.04,-35.39,6.1,124.11
39155,"Trumbull County, Ohio",Trumbull,Ohio,63.9,79.61,1.04,-25.36,4.76,110.9
39157,"Tuscarawas County, Ohio",Tuscarawas,Ohio,62.6,45.76,0.9,-39.50,5.19,92.7
39159,"Union County, Ohio",Union,Ohio,59.9,36.1,0.98,-41.32,6.08,126.36
39161,"Van Wert County, Ohio",Van Wert,Ohio,63.6,61.56,0.93,-40.29,5.67,114.97
39163,"Vinton County, Ohio",Vinton,Ohio,92.1,76.12,0.92,-46.69,5.43,106.86
39165,"Warren County, Ohio",Warren,Ohio,57.8,24.07,1,-44.79,6.14,148.4
39167,"Washington County, Ohio",Washington,Ohio,69.8,68.72,0.78,-46.41,5.74,89.61
39169,"Wayne County, Ohio",Wayne,Ohio,63.9,74.68,0.95,-41.79,6.2,135.48
39171,"Williams County, Ohio",Williams,Ohio,72.5,98.43,1.25,-27.61,7.04,122.12
39173,"Wood County, Ohio",Wood,Ohio,57.7,57.63,0.94,-42.21,6.3,125.46
39175,"Wyandot County, Ohio",Wyandot,Ohio,48.4,40.69,1,-36.82,4.7,108.61
40001,"Adair County, Oklahoma",Adair,Oklahoma,76.9,82.15,1.14,-47.95,5.32,65.82
40003,"Alfalfa County, Oklahoma",Alfalfa,Oklahoma,65.3,108.88,1.3,-38.41,5.26,124.96
40005,"Atoka County, Oklahoma",Atoka,Oklahoma,68.3,64.85,1.06,-46.41,3.99,65.79
40007,"Beaver County, Oklahoma",Beaver,Oklahoma,55.8,80.69,1.13,-46.06,4.16,94.81
40009,"Beckham County, Oklahoma",Beckham,Oklahoma,103,192.74,1.41,-25.81,4.44,114.41
4001,"Apache County, Arizona",Apache,Arizona,50.3,14.69,1.2,-60.20,13.7,111.36
40011,"Blaine County, Oklahoma",Blaine,Oklahoma,70.8,104.37,1.23,-35.34,5.43,116.7
40013,"Bryan County, Oklahoma",Bryan,Oklahoma,77.1,103.55,0.93,-41.96,3.97,79.81
40015,"Caddo County, Oklahoma",Caddo,Oklahoma,88,134.74,1.76,-23.43,5.79,129.67
40017,"Canadian County, Oklahoma",Canadian,Oklahoma,70.2,108.87,0.98,-35.73,6.01,130.34
40019,"Carter County, Oklahoma",Carter,Oklahoma,93.6,149.33,1.35,-36.06,5.42,93.04
40021,"Cherokee County, Oklahoma",Cherokee,Oklahoma,79.3,91.73,1.17,-35.31,5.79,92.12
40023,"Choctaw County, Oklahoma",Choctaw,Oklahoma,91.4,111.04,1.45,-35.65,3.97,69.58
40025,"Cimarron County, Oklahoma",Cimarron,Oklahoma,70.4,51.85,1.27,-52.89,5.02,86.3
40027,"Cleveland County, Oklahoma",Cleveland,Oklahoma,68.4,90.82,0.99,-36.21,5.12,119.89
40029,"Coal County, Oklahoma",Coal,Oklahoma,55.7,73.26,1.03,-44.71,4.13,77.67
4003,"Cochise County, Arizona",Cochise,Arizona,49.2,0.15,0.86,-69.64,4.29,69.54
40031,"Comanche County, Oklahoma",Comanche,Oklahoma,84.8,79.6,1.4,-35.45,5.1,89.48
40033,"Cotton County, Oklahoma",Cotton,Oklahoma,77.9,93.99,1.17,-39.02,4.09,89.93
40035,"Craig County, Oklahoma",Craig,Oklahoma,74.5,103.85,1.09,-34.24,4.6,82.93
40037,"Creek County, Oklahoma",Creek,Oklahoma,84.4,121.11,1.28,-29.68,5.2,100.41
40039,"Custer County, Oklahoma",Custer,Oklahoma,77.4,110.64,1.53,-31.50,4.91,109.5
40041,"Delaware County, Oklahoma",Delaware,Oklahoma,72.2,85.23,0.97,-39.75,5.55,89.39
40043,"Dewey County, Oklahoma",Dewey,Oklahoma,93,130.42,1.57,-28.90,6.68,147.72
40045,"Ellis County, Oklahoma",Ellis,Oklahoma,66.8,98.11,1.23,-40.78,4.83,118.22
40047,"Garfield County, Oklahoma",Garfield,Oklahoma,78.5,112.38,1.31,-30.52,6.46,129.18
40049,"Garvin County, Oklahoma",Garvin,Oklahoma,85.9,138.11,1.23,-33.16,4.65,99.04
4005,"Coconino County, Arizona",Coconino,Arizona,46.4,17.52,1.06,-62.05,7.13,98.49
40051,"Grady County, Oklahoma",Grady,Oklahoma,81.7,128.28,1.16,-39.60,4.23,100.63
40053,"Grant County, Oklahoma",Grant,Oklahoma,69.2,108.83,1.41,-29.76,5.3,127.87
40055,"Greer County, Oklahoma",Greer,Oklahoma,84.5,127.43,1.51,-31.53,4.17,101.44
40057,"Harmon County, Oklahoma",Harmon,Oklahoma,70.9,132.59,1.48,-30.35,4.22,116.63
40059,"Harper County, Oklahoma",Harper,Oklahoma,64,94.81,1.27,-38.00,4.44,108.28
40061,"Haskell County, Oklahoma",Haskell,Oklahoma,73.1,105.31,1.21,-34.67,4.02,84.72
40063,"Hughes County, Oklahoma",Hughes,Oklahoma,78.4,121.17,1.22,-36.45,4.25,84.8
40065,"Jackson County, Oklahoma",Jackson,Oklahoma,84.8,130.29,1.3,-34.86,4.33,97.63
40067,"Jefferson County, Oklahoma",Jefferson,Oklahoma,92.2,151.5,1.43,-34.20,4.28,99.85
40069,"Johnston County, Oklahoma",Johnston,Oklahoma,98.3,126.22,1.07,-43.58,5.46,98.09
4007,"Gila County, Arizona",Gila,Arizona,69.6,48.05,1.2,-63.34,5.14,68.9
40071,"Kay County, Oklahoma",Kay,Oklahoma,78.8,110.83,1.68,-25.38,6.03,132.93
40073,"Kingfisher County, Oklahoma",Kingfisher,Oklahoma,72.2,106.17,1.26,-29.77,5.14,127.81
40075,"Kiowa County, Oklahoma",Kiowa,Oklahoma,98.1,154.13,1.72,-23.26,4.68,111.93
40077,"Latimer County, Oklahoma",Latimer,Oklahoma,74.8,63.82,1.05,-43.25,3.6,57.35
40079,"Le Flore County, Oklahoma",Le Flore,Oklahoma,85.9,111.76,1.28,-31.67,4.49,80.63
40081,"Lincoln County, Oklahoma",Lincoln,Oklahoma,83.5,167.28,1.13,-29.09,5.45,132.33
40083,"Logan County, Oklahoma",Logan,Oklahoma,62.8,94.15,1.16,-42.25,4.62,104.88
40085,"Love County, Oklahoma",Love,Oklahoma,72.9,87.26,1.14,-39.98,5.03,95.1
40087,"McClain County, Oklahoma",McClain,Oklahoma,87.6,119.27,0.92,-42.03,5.09,102.54
40089,"McCurtain County, Oklahoma",McCurtain,Oklahoma,95.4,119.38,1.34,-36.12,4.31,69.81
4009,"Graham County, Arizona",Graham,Arizona,57.2,8.99,1.19,-66.41,5.58,81.08
40091,"McIntosh County, Oklahoma",McIntosh,Oklahoma,98.8,156.27,1.47,-31.05,4.76,89.86
40093,"Major County, Oklahoma",Major,Oklahoma,56.2,110.09,1.19,-31.07,5.13,136.37
40095,"Marshall County, Oklahoma",Marshall,Oklahoma,76.5,103.15,1.09,-42.86,5.14,85.24
40097,"Mayes County, Oklahoma",Mayes,Oklahoma,77.7,106.12,1.17,-30.21,4.88,89.69
40099,"Murray County, Oklahoma",Murray,Oklahoma,101,156.16,1.1,-38.15,5.01,87.16
