fips,location,county,state,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung,year,days_with_aqi,good_days,moderate_days,unhealthy_for_sensitive_groups_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,x90th_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_pm2_5,days_pm10,lat,long,distance_to_nearest_plant,name_of_nearest_plant,name,is_plant
18017,"Cass County, Indiana",Cass,Indiana,69.1,71.69,1.33,-21.22,5.97,120.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7615,-86.346,76174.17341867943,Schahfer Generating Station,NA,0
18019,"Clark County, Indiana",Clark,Indiana,77.6,88.08,1.22,-37.31,5.55,117.14,2014,335,186,147,2,0,0,0,122,71,48,0,0,104,231,0,38.4772,-85.7073,28241.91822378669,Trimble County Generating Station,NA,0
18021,"Clay County, Indiana",Clay,Indiana,71.9,64.16,1.16,-40.59,4.95,71.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3928,-87.1158,49531.10143979512,Merom Generating Station,NA,0
18023,"Clinton County, Indiana",Clinton,Indiana,71.7,66.63,0.9,-41.19,5.86,109.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3017,-86.4751,91412.30199049556,Cayuga Generating Station,NA,0
18025,"Crawford County, Indiana",Crawford,Indiana,81.1,77.33,1.14,-46.65,5.05,87.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.2924,-86.4517,54447.34477313655,Mill Creek Station,NA,0
18027,"Daviess County, Indiana",Daviess,Indiana,65.6,51.43,0.88,-51.52,6.6,97.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7024,-87.072,24936.823594378,Petersburg Generating Station,NA,0
18029,"Dearborn County, Indiana",Dearborn,Indiana,66.2,31.78,0.83,-54.98,6.06,130.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1452,-84.9732,15149.21249941477,Miami Fort Station,NA,0
18031,"Decatur County, Indiana",Decatur,Indiana,57,63.69,1.07,-44.78,4.76,105.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.307,-85.5011,63518.77711924525,Clifty Creek Station,NA,0
18033,"DeKalb County, Indiana",DeKalb,Indiana,72.3,98.1,0.99,-36.22,6.18,117.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3976,-84.9991,146567.88545667412,Erickson Station,NA,0
18035,"Delaware County, Indiana",Delaware,Indiana,84,83.64,1.48,-30.95,6.49,97.25,2014,240,204,35,1,0,0,0,130,58,38,0,0,150,90,0,40.2275,-85.3969,63748.83305024941,Whitewater Valley Generating Station,NA,0
18037,"Dubois County, Indiana",Dubois,Indiana,45.2,44.45,1.05,-43.49,5.13,91.22,2014,122,84,38,0,0,0,0,96,64,43,0,0,0,122,0,38.3643,-86.8798,37310.167501731725,Petersburg Generating Station,NA,0
18039,"Elkhart County, Indiana",Elkhart,Indiana,61.7,71,1.2,-36.49,5.74,112.23,2014,360,160,190,10,0,0,0,126,75,53,0,0,38,322,0,41.5974,-85.8587,88600.230259973,Michigan City Generating Station,NA,0
18041,"Fayette County, Indiana",Fayette,Indiana,96.9,125.84,1.64,-28.64,8.29,149.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.64,-85.1788,30251.750780840113,Whitewater Valley Generating Station,NA,0
18043,"Floyd County, Indiana",Floyd,Indiana,73.8,79.07,0.75,-45.15,5.67,105.02,2014,361,177,181,3,0,0,0,119,71,51,0,0,88,273,0,38.3188,-85.907,29573.887556759957,Mill Creek Station,NA,0
18045,"Fountain County, Indiana",Fountain,Indiana,81.4,64.44,1,-42.64,5.27,79.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1209,-87.242,27051.51116876332,Cayuga Generating Station,NA,0
18047,"Franklin County, Indiana",Franklin,Indiana,53.2,63.64,0.95,-42.63,5.59,142.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4149,-85.0602,40195.98998823496,Miami Fort Station,NA,0
18049,"Fulton County, Indiana",Fulton,Indiana,80.2,99.55,1.15,-31.72,5.8,101.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.047,-86.2635,66544.99488224315,Schahfer Generating Station,NA,0
18051,"Gibson County, Indiana",Gibson,Indiana,66.3,62.25,1.02,-44.81,7.29,98.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3119,-87.5846,17354.96172674602,Gibson Generating Station,NA,0
18053,"Grant County, Indiana",Grant,Indiana,91.8,105.12,1.56,-25.99,7.09,105.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5158,-85.6547,102293.62314713508,Whitewater Valley Generating Station,NA,0
18055,"Greene County, Indiana",Greene,Indiana,75.5,104.81,1.11,-42.46,5.12,93.11,2014,244,180,64,0,0,0,0,87,61,43,0,0,161,83,0,39.0363,-86.9621,47691.97909757932,Merom Generating Station,NA,0
18057,"Hamilton County, Indiana",Hamilton,Indiana,48.1,0.49,0.66,-54.27,6.45,105.22,2014,358,260,96,2,0,0,0,129,62,40,0,0,114,244,0,40.0725,-86.052,103319.36809396396,Whitewater Valley Generating Station,NA,0
18059,"Hancock County, Indiana",Hancock,Indiana,63.8,27.85,0.99,-49.89,6,92.99,2014,183,181,2,0,0,0,0,67,45,34,0,0,183,0,0,39.8236,-85.7733,75217.27126321396,Whitewater Valley Generating Station,NA,0
18061,"Harrison County, Indiana",Harrison,Indiana,73.3,84.55,0.96,-40.55,4.71,101.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1951,-86.1114,23736.434019558597,Mill Creek Station,NA,0
18063,"Hendricks County, Indiana",Hendricks,Indiana,67.1,43.46,0.73,-46.70,7.74,127.96,2014,183,175,8,0,0,0,0,77,47,36,0,0,183,0,0,39.7695,-86.51,80349.31439738796,Cayuga Generating Station,NA,0
18065,"Henry County, Indiana",Henry,Indiana,75.5,91.17,1.25,-37.99,7.36,122.43,2014,121,88,32,1,0,0,0,119,60,36,0,0,0,121,0,39.9311,-85.3964,45199.61865397479,Whitewater Valley Generating Station,NA,0
18067,"Howard County, Indiana",Howard,Indiana,73.4,47.95,1.21,-28.56,5.96,104.12,2014,261,171,90,0,0,0,0,82,62,43,0,0,0,261,0,40.4836,-86.117,111646.86228230355,Schahfer Generating Station,NA,0
18069,"Huntington County, Indiana",Huntington,Indiana,79.8,143.29,1.14,-29.79,7.44,134.98,2014,176,168,8,0,0,0,0,80,46,35,0,0,176,0,0,40.8292,-85.4881,124673.71092371712,Whitewater Valley Generating Station,NA,0
18071,"Jackson County, Indiana",Jackson,Indiana,79.4,103.81,1.16,-41.87,7.54,137.49,2014,181,147,34,0,0,0,0,93,58,42,0,0,181,0,0,38.9064,-86.0375,56851.33019361711,Clifty Creek Station,NA,0
18073,"Jasper County, Indiana",Jasper,Indiana,59.4,55.04,1.03,-28.74,5.23,111.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.023,-87.1161,22813.900001366263,Schahfer Generating Station,NA,0
18075,"Jay County, Indiana",Jay,Indiana,71.6,85.58,1.17,-40.10,6.12,116.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.438,-85.0057,71221.76764562025,Whitewater Valley Generating Station,NA,0
18077,"Jefferson County, Indiana",Jefferson,Indiana,89,95.72,1.27,-38.31,6.25,122.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.7858,-85.4385,5523.205192772563,Clifty Creek Station,NA,0
18079,"Jennings County, Indiana",Jennings,Indiana,101,130.18,1.18,-41.42,7.57,136.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9969,-85.628,33942.89180732118,Clifty Creek Station,NA,0
18081,"Johnson County, Indiana",Johnson,Indiana,87.8,97.61,0.92,-42.32,6.73,132.9,2014,176,170,6,0,0,0,0,71,47,37,0,0,176,0,0,39.49,-86.1016,102206.86941201716,Clifty Creek Station,NA,0
18083,"Knox County, Indiana",Knox,Indiana,88.8,86.98,1.15,-43.84,6.66,92.13,2014,348,313,35,0,0,0,0,90,51,34,0,0,348,0,0,38.6891,-87.418,22925.74499722224,Petersburg Generating Station,NA,0
18085,"Kosciusko County, Indiana",Kosciusko,Indiana,64.9,84.82,1.06,-35.97,6.09,108.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2441,-85.8607,97561.6957583702,Schahfer Generating Station,NA,0
18087,"LaGrange County, Indiana",LaGrange,Indiana,52.9,45.43,0.79,-48.40,4.92,91.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6426,-85.4265,123781.24859769392,Michigan City Generating Station,NA,0
18089,"Lake County, Indiana",Lake,Indiana,59.2,59.46,1.84,-5.51,5.59,106.86,2014,365,129,228,7,1,0,0,155,79,56,1,8,55,295,6,41.4167,-87.3821,37364.71276616623,Schahfer Generating Station,NA,0
18091,"LaPorte County, Indiana",LaPorte,Indiana,65,57.25,1.29,-24.52,6.02,101.1,2014,242,173,64,5,0,0,0,126,71,44,0,0,170,72,0,41.546,-86.74,24112.321490418843,Michigan City Generating Station,NA,0
18093,"Lawrence County, Indiana",Lawrence,Indiana,68.6,70.76,0.94,-47.79,4.93,89.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8412,-86.4835,75420.12612694144,Petersburg Generating Station,NA,0
18095,"Madison County, Indiana",Madison,Indiana,74.9,101.51,1.18,-33.22,6.14,106.53,2014,335,209,124,2,0,0,0,141,68,43,0,0,72,263,0,40.1616,-85.7194,80915.79482637269,Whitewater Valley Generating Station,NA,0
18097,"Marion County, Indiana",Marion,Indiana,78.2,64.54,1.61,-31.49,7.04,123.59,2014,365,156,202,6,1,0,0,191,77,53,0,9,97,258,1,39.7817,-86.1385,106506.5960574392,Whitewater Valley Generating Station,NA,0
18099,"Marshall County, Indiana",Marshall,Indiana,69.5,117.67,1.09,-28.42,5.89,126.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3248,-86.2618,64974.059376537145,Schahfer Generating Station,NA,0
18101,"Martin County, Indiana",Martin,Indiana,73.5,59.28,1.08,-49.67,5.24,80.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.708,-86.8031,43960.31798089682,Petersburg Generating Station,NA,0
18103,"Miami County, Indiana",Miami,Indiana,57.5,37.01,1.2,-33.10,5.01,89.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7695,-86.045,96142.50158553004,Schahfer Generating Station,NA,0
18105,"Monroe County, Indiana",Monroe,Indiana,50.9,43.19,0.9,-55.89,4.81,88.38,2014,346,274,71,0,1,0,0,157,58,33,0,0,0,346,0,39.1609,-86.5231,86070.09813191941,Merom Generating Station,NA,0
18107,"Montgomery County, Indiana",Montgomery,Indiana,68.5,67.88,0.91,-43.25,6.14,115.31,2014,149,92,57,0,0,0,0,77,63,44,0,0,0,149,0,40.0404,-86.8933,47435.64639312229,Cayuga Generating Station,NA,0
18109,"Morgan County, Indiana",Morgan,Indiana,91.4,80.14,0.84,-44.91,6.35,115.64,2014,181,147,34,0,0,0,0,97,64,43,0,0,181,0,0,39.4816,-86.4462,97396.5487721622,Cayuga Generating Station,NA,0
18111,"Newton County, Indiana",Newton,Indiana,68.5,74.33,1.08,-22.23,5.01,107.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9558,-87.3976,42696.33837819839,Schahfer Generating Station,NA,0
18113,"Noble County, Indiana",Noble,Indiana,79.9,110.59,1.01,-34.84,5.61,111.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3986,-85.4175,129529.90142573722,Michigan City Generating Station,NA,0
18115,"Ohio County, Indiana",Ohio,Indiana,63.8,75.38,0.9,-44.41,5.18,137.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9501,-84.9652,11112.592956828616,East Bend Generating Station,NA,0
18117,"Orange County, Indiana",Orange,Indiana,70.1,89.95,1.12,-42.30,5.39,98.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5418,-86.495,66097.35283396808,Petersburg Generating Station,NA,0
18119,"Owen County, Indiana",Owen,Indiana,78.6,113.79,1.15,-33.56,5.93,119.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3128,-86.8377,64154.55875793926,Merom Generating Station,NA,0
18121,"Parke County, Indiana",Parke,Indiana,63.8,43.88,1.08,-43.34,5.04,75.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7736,-87.2064,25178.71050165957,Cayuga Generating Station,NA,0
18123,"Perry County, Indiana",Perry,Indiana,59.4,52.97,1.1,-42.82,5.12,94.32,2014,175,131,43,1,0,0,0,101,64,45,0,0,175,0,0,38.0796,-86.638,38991.77777734616,Rockport Plant,NA,0
18125,"Pike County, Indiana",Pike,Indiana,63.1,49.23,0.93,-49.38,6.36,99.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3988,-87.2322,14484.44390585996,Petersburg Generating Station,NA,0
18127,"Porter County, Indiana",Porter,Indiana,56.6,33.43,1.1,-16.11,6.1,138.38,2014,363,190,168,5,0,0,0,115,74,48,0,0,72,254,37,41.4603,-87.0672,27353.21556258596,Schahfer Generating Station,NA,0
18129,"Posey County, Indiana",Posey,Indiana,65.4,72.64,0.75,-46.12,6.22,87.76,2014,181,147,34,0,0,0,0,100,67,43,0,0,181,0,0,38.0218,-87.8685,13247.447160455748,A.B. Brown Generating Station,NA,0
18131,"Pulaski County, Indiana",Pulaski,Indiana,67.4,91.06,1.28,-23.21,6.5,134.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.0419,-86.6988,33455.44272737625,Schahfer Generating Station,NA,0
18133,"Putnam County, Indiana",Putnam,Indiana,59.7,54.64,0.99,-42.38,5.63,101.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6663,-86.845,57465.74317229951,Cayuga Generating Station,NA,0
18135,"Randolph County, Indiana",Randolph,Indiana,64.8,64.45,1.33,-41.89,5.99,111.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1576,-85.0114,40688.62431640414,Whitewater Valley Generating Station,NA,0
18137,"Ripley County, Indiana",Ripley,Indiana,65.9,81.5,0.94,-44.34,5.6,132.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1035,-85.2624,39756.6332589872,Miami Fort Station,NA,0
18139,"Rush County, Indiana",Rush,Indiana,83,86.09,1.49,-41.09,6.5,114.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.62,-85.4658,52939.29358823943,Whitewater Valley Generating Station,NA,0
18141,"Saint Joseph County, Indiana",St. Joseph,Indiana,62.4,87.47,1.32,-24.54,6.16,120.76,2014,365,222,139,4,0,0,0,129,71,45,0,18,132,215,0,41.6167,-86.2899,52899.736753901576,Michigan City Generating Station,NA,0
18143,"Scott County, Indiana",Scott,Indiana,101,128.71,1.18,-42.17,6.67,124.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6851,-85.7475,29173.31137974499,Clifty Creek Station,NA,0
18145,"Shelby County, Indiana",Shelby,Indiana,73.6,52.2,1.2,-44.58,5.68,115.15,2014,182,157,25,0,0,0,0,100,58,42,0,0,182,0,0,39.5237,-85.7917,82903.86364719897,Whitewater Valley Generating Station,NA,0
18147,"Spencer County, Indiana",Spencer,Indiana,52.5,31.09,0.98,-49.69,5.1,76.05,2014,121,86,35,0,0,0,0,95,64,40,0,0,0,121,0,38.0141,-87.0077,10145.1477395217,Rockport Plant,NA,0
18149,"Starke County, Indiana",Starke,Indiana,81.6,86.29,1.28,-24.67,5.73,109.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2809,-86.6476,32337.728876575708,Schahfer Generating Station,NA,0
18151,"Steuben County, Indiana",Steuben,Indiana,62.6,51.12,0.91,-44.75,5.38,91.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6439,-85.0009,119868.26521108596,Erickson Station,NA,0
18153,"Sullivan County, Indiana",Sullivan,Indiana,78,96.21,1.16,-39.21,4.37,75.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0888,-87.4147,8631.063689926339,Merom Generating Station,NA,0
18155,"Switzerland County, Indiana",Switzerland,Indiana,69.7,72.99,0.95,-49.55,4.98,121.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8262,-85.0369,8612.742472861506,Ghent Generating Station,NA,0
18157,"Tippecanoe County, Indiana",Tippecanoe,Indiana,65.9,30.66,0.9,-40.22,6.36,124.8,2014,316,228,87,1,0,0,0,128,60,34,0,0,0,316,0,40.3886,-86.8941,68800.93691629829,Cayuga Generating Station,NA,0
18159,"Tipton County, Indiana",Tipton,Indiana,63.3,56.88,1.02,-37.30,6.56,108.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3113,-86.0519,113726.79920548404,Whitewater Valley Generating Station,NA,0
18161,"Union County, Indiana",Union,Indiana,65,79.86,1.21,-38.46,7,150.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6256,-84.9251,19773.552504641662,Whitewater Valley Generating Station,NA,0
18163,"Vanderburgh County, Indiana",Vanderburgh,Indiana,74,82.62,1.09,-38.74,7.31,83.76,2014,365,179,182,4,0,0,0,108,74,51,0,2,132,231,0,38.0249,-87.5859,25297.422260127925,Warrick Power Plant,NA,0
18165,"Vermillion County, Indiana",Vermillion,Indiana,76.1,44.31,1,-45.84,4.85,59.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8538,-87.464,8329.041811778232,Cayuga Generating Station,NA,0
18167,"Vigo County, Indiana",Vigo,Indiana,81.5,89.84,1.13,-40.12,6.01,73.52,2014,354,194,158,2,0,0,0,134,67,46,0,0,80,274,0,39.4306,-87.39,41414.14673391742,Merom Generating Station,NA,0
18169,"Wabash County, Indiana",Wabash,Indiana,72.1,106.97,1.36,-27.00,6.71,110.88,2014,336,304,30,2,0,0,0,108,50,36,0,0,336,0,0,40.8456,-85.794,111304.90913218656,Schahfer Generating Station,NA,0
18171,"Warren County, Indiana",Warren,Indiana,80,46.57,0.93,-46.43,5.4,81.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3469,-87.3533,47456.292377308186,Cayuga Generating Station,NA,0
18173,"Warrick County, Indiana",Warrick,Indiana,60.5,42.16,0.72,-51.40,6.02,82.42,2014,183,140,41,2,0,0,0,105,67,44,0,0,183,0,0,38.0922,-87.2721,20398.65857058357,Warrick Power Plant,NA,0
18175,"Washington County, Indiana",Washington,Indiana,84.7,133.39,0.96,-41.43,5.62,118.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,-86.1053,60279.69770230894,Trimble County Generating Station,NA,0
18177,"Wayne County, Indiana",Wayne,Indiana,73.5,86.73,1.5,-37.52,8.6,134.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8644,-85.0098,11990.038801263516,Whitewater Valley Generating Station,NA,0
18179,"Wells County, Indiana",Wells,Indiana,64.8,113.36,1.03,-32.36,7.62,144.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7292,-85.2212,106601.19628332228,Whitewater Valley Generating Station,NA,0
18181,"White County, Indiana",White,Indiana,73.9,48.3,1.03,-33.99,7.35,122.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7498,-86.8655,53479.751125310584,Schahfer Generating Station,NA,0
18183,"Whitley County, Indiana",Whitley,Indiana,71,97.34,0.83,-42.08,6.56,109.91,2014,356,240,114,2,0,0,0,125,65,39,0,45,0,311,0,41.1394,-85.5051,127712.3003987267,Schahfer Generating Station,NA,0
19001,"Adair County, Iowa",Adair,Iowa,47,65.15,1.13,-44.72,5.33,123.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3307,-94.471,115734.2029864496,Walter Scott Jr. Energy Center,NA,0
19003,"Adams County, Iowa",Adams,Iowa,51.9,60.27,1.47,-42.46,6.14,120.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.029,-94.6992,97112.36281737206,Walter Scott Jr. Energy Center,NA,0
19005,"Allamakee County, Iowa",Allamakee,Iowa,44.8,35.9,1.08,-49.07,5.19,107.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2843,-91.3781,18168.43164671683,Lansing power station,NA,0
19007,"Appanoose County, Iowa",Appanoose,Iowa,46.8,38.32,0.94,-52.97,5.46,88.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7432,-92.8686,47415.00118639723,Ottumwa Generating Station,NA,0
19009,"Audubon County, Iowa",Audubon,Iowa,52,47.36,1.2,-48.53,4.61,100.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6846,-94.9058,95410.05746158176,North Omaha Station,NA,0
19011,"Benton County, Iowa",Benton,Iowa,46.3,21.28,0.94,-53.54,4.85,83.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0802,-92.0657,35856.30458353506,Archer Daniels Midland Cedar Rapids Power Plant,NA,0
19013,"Black Hawk County, Iowa",Black Hawk,Iowa,65.3,65.05,1.44,-33.77,7.52,132.65,2014,364,190,173,1,0,0,0,117,68,50,0,0,0,364,0,42.4701,-92.3088,79449.66108661039,Archer Daniels Midland Cedar Rapids Power Plant,NA,0
19015,"Boone County, Iowa",Boone,Iowa,62.1,125.45,1.04,-33.25,6.58,159.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0365,-93.9316,155097.13541963187,Ottumwa Generating Station,NA,0
19017,"Bremer County, Iowa",Bremer,Iowa,37.8,30.17,0.89,-50.74,5.83,111.49,2014,212,195,17,0,0,0,0,87,48,37,0,0,212,0,0,42.7746,-92.3181,107800.48937369138,Archer Daniels Midland Cedar Rapids Power Plant,NA,0
19019,"Buchanan County, Iowa",Buchanan,Iowa,56.5,63.55,1.03,-43.75,6.22,118.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4708,-91.8379,60819.621551560835,Prairie Creek Generating Station,NA,0
19021,"Buena Vista County, Iowa",Buena Vista,Iowa,50.9,71.94,1.68,-32.41,6.47,162.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7355,-95.1511,110702.76802876558,George Neal Station South,NA,0
19023,"Butler County, Iowa",Butler,Iowa,47.5,39.18,1.06,-45.72,5.36,113.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7316,-92.7902,127708.98575618405,Archer Daniels Midland Cedar Rapids Power Plant,NA,0
19025,"Calhoun County, Iowa",Calhoun,Iowa,57.9,73.13,1.17,-48.47,6,119.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3852,-94.6404,142233.13407095065,George Neal Station South,NA,0
19027,"Carroll County, Iowa",Carroll,Iowa,54.2,53.72,1.4,-44.63,5.74,117.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0362,-94.8605,119725.71967265676,North Omaha Station,NA,0
19029,"Cass County, Iowa",Cass,Iowa,64.3,78.42,1.58,-41.29,5.52,117.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3315,-94.9278,78059.48780000239,Walter Scott Jr. Energy Center,NA,0
19031,"Cedar County, Iowa",Cedar,Iowa,45.1,25.87,0.98,-43.73,4.64,94.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7723,-91.1324,42990.14013071258,Muscatine Generating Station,NA,0
19033,"Cerro Gordo County, Iowa",Cerro Gordo,Iowa,55.5,56.6,1.37,-36.01,5.84,127.09,2014,348,346,2,0,0,0,0,52,31,16,0,0,0,0,348,43.0816,-93.2608,172567.84313063664,Lansing power station,NA,0
19035,"Cherokee County, Iowa",Cherokee,Iowa,54,73.42,1.33,-40.29,5.67,135.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7356,-95.6238,77108.30187759733,George Neal Station North,NA,0
19037,"Chickasaw County, Iowa",Chickasaw,Iowa,48.6,36.55,0.93,-50.50,5.35,105.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0601,-92.3177,98524.2674957195,Lansing power station,NA,0
19039,"Clarke County, Iowa",Clarke,Iowa,53.7,72.52,0.95,-47.27,5.76,130.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.029,-93.7852,103689.47513777103,Ottumwa Generating Station,NA,0
19041,"Clay County, Iowa",Clay,Iowa,57,70.46,1.39,-39.91,6.51,138.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.0826,-95.1509,131262.276343491,George Neal Station North,NA,0
19043,"Clayton County, Iowa",Clayton,Iowa,47.7,41.64,0.97,-51.58,5.44,95.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8447,-91.3414,56517.2503565701,Lansing power station,NA,0
19045,"Clinton County, Iowa",Clinton,Iowa,51.2,31.5,1.18,-42.71,4.53,80,2014,365,184,177,4,0,0,0,124,71,50,0,0,95,270,0,41.898,-90.532,28113.15426069888,Archer Daniels Midland Clinton Power Plant,NA,0
19047,"Crawford County, Iowa",Crawford,Iowa,51.4,57.94,1.19,-50.80,4.96,116.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0372,-95.382,86112.64168974993,George Neal Station South,NA,0
