FIPS,Location,mortality_resp,perc_mortality_change_resp,mortality_ast,perc_mortality_change_ast,mortality_lung,perc_mortality_change_lung
16073,"Owyhee County, Idaho",64.7,24.75,1.32,-57.31,5.38,106.85
16075,"Payette County, Idaho",67.1,57.34,1.08,-58.58,6.05,124.46
16077,"Power County, Idaho",72.8,27.24,1.43,-53.33,7.18,112.58
16079,"Shoshone County, Idaho",74.5,36.56,1.43,-49.09,5.92,104.48
16081,"Teton County, Idaho",32.8,-26.87,0.97,-69.76,4.85,80.42
16083,"Twin Falls County, Idaho",71.9,46.2,1.95,-43.86,7.97,148.53
16085,"Valley County, Idaho",39.8,-8.48,1.13,-62.11,4.66,80.63
16087,"Washington County, Idaho",58.6,43.62,1.42,-53.83,5.24,115.82
17,Illinois,50.3,39.03,1.48,-30.35,5.26,101.24
17001,"Adams County, Illinois",69.5,82.08,0.97,-39.16,4.97,78.16
17003,"Alexander County, Illinois",79.2,60.17,1.98,-28.92,5.88,84.07
17005,"Bond County, Illinois",52.4,54.54,1.12,-25.87,5.71,115.85
17007,"Boone County, Illinois",59.3,51.86,1.10,-36.76,5.95,119.96
17009,"Brown County, Illinois",62.3,128.92,1.32,-15.09,5.69,136.22
17011,"Bureau County, Illinois",53.3,73.68,0.89,-46.69,4.05,89.65
17013,"Calhoun County, Illinois",57.3,56.94,0.86,-41.29,4.34,85.31
17015,"Carroll County, Illinois",56.3,45.76,1.33,-45.06,4.43,86.43
17017,"Cass County, Illinois",75.6,109.44,1.31,-28.62,6.94,107.07
17019,"Champaign County, Illinois",51.2,21.3,1.09,-45.81,5.80,99.23
17021,"Christian County, Illinois",54.5,14.45,1.18,-42.28,5.75,88.9
17023,"Clark County, Illinois",64.9,83,0.91,-44.35,4.52,74.57
17025,"Clay County, Illinois",75.7,107.86,1.07,-37.69,5.27,96.05
17027,"Clinton County, Illinois",48.8,49.47,0.92,-31.72,4.50,83.96
17029,"Coles County, Illinois",75.9,96.7,1.15,-43.58,4.89,68.02
17031,"Cook County, Illinois",41.0,25.79,2.04,-19.23,4.76,97.4
17033,"Crawford County, Illinois",67.3,83.65,1.17,-35.12,5.73,99.91
17035,"Cumberland County, Illinois",66.3,74.42,1.07,-45.88,5.12,77.83
17037,"DeKalb County, Illinois",50.0,36.4,1.15,-42.81,6.15,116.7
17039,"De Witt County, Illinois",68.9,64.51,1.14,-38.75,6.17,94.78
17041,"Douglas County, Illinois",71.1,92.67,1.02,-38.19,5.94,99.7
17043,"DuPage County, Illinois",40.6,17.28,0.66,-41.03,5.44,124.22
17045,"Edgar County, Illinois",84.3,105.72,1.15,-38.44,5.04,83.26
17047,"Edwards County, Illinois",62.0,90.45,0.96,-39.00,6.33,109.37
17049,"Effingham County, Illinois",55.8,51.35,0.94,-43.62,4.42,76.5
17051,"Fayette County, Illinois",65.1,79.92,1.19,-32.39,5.16,93.97
17053,"Ford County, Illinois",64.3,75.48,1.15,-29.60,4.91,99.13
17055,"Franklin County, Illinois",100.,111.93,1.53,-20.51,6.06,109.81
17057,"Fulton County, Illinois",65.8,67.65,1.29,-28.56,5.88,107.66
17059,"Gallatin County, Illinois",78.3,88.79,1.06,-38.10,5.78,90
17061,"Greene County, Illinois",66.6,73.9,1.20,-33.38,5.55,97.6
17063,"Grundy County, Illinois",56.5,58.64,0.99,-27.98,5.23,116.05
17065,"Hamilton County, Illinois",64.8,90.9,1.12,-36.20,4.95,91.45
17067,"Hancock County, Illinois",58.3,71.83,1.18,-39.01,5.07,78.72
17069,"Hardin County, Illinois",92.3,84.62,1.04,-41.88,5.37,95.55
17071,"Henderson County, Illinois",61.1,57.5,1.22,-42.73,4.77,69.51
17073,"Henry County, Illinois",57.5,52.1,1.04,-41.32,4.89,93.75
17075,"Iroquois County, Illinois",59.9,87.11,0.91,-32.44,5.14,101.87
17077,"Jackson County, Illinois",56.6,25.53,1.09,-33.11,5.20,86.17
17079,"Jasper County, Illinois",54.7,78.38,0.85,-44.30,4.75,87.74
17081,"Jefferson County, Illinois",73.3,87.91,1.67,-16.85,5.30,95.32
17083,"Jersey County, Illinois",55.0,38.22,0.90,-33.11,4.74,92.56
17085,"Jo Daviess County, Illinois",44.0,21.87,1.00,-49.27,4.25,81.65
17087,"Johnson County, Illinois",72.1,79.68,1.03,-31.72,5.55,104.88
17089,"Kane County, Illinois",43.6,5.64,1.07,-36.58,6.07,118.56
17091,"Kankakee County, Illinois",59.0,40.89,1.48,-32.99,5.36,101.39
17093,"Kendall County, Illinois",48.9,35.51,0.85,-34.85,5.65,127.76
17095,"Knox County, Illinois",84.8,100.38,1.34,-26.31,7.24,126.2
17097,"Lake County, Illinois",43.7,5.28,0.87,-44.39,5.02,93.72
17099,"LaSalle County, Illinois",60.1,97.12,1.15,-34.04,4.61,103.19
17101,"Lawrence County, Illinois",75.1,107.01,1.23,-36.15,5.63,96.17
17103,"Lee County, Illinois",59.5,49.86,1.18,-42.23,4.89,102.99
17105,"Livingston County, Illinois",60.5,84.18,1.40,-22.90,4.80,119.81
17107,"Logan County, Illinois",60.9,58.14,1.42,-27.53,7.22,118.58
17109,"McDonough County, Illinois",61.5,71.25,1.21,-42.44,5.38,78.94
17111,"McHenry County, Illinois",57.8,61.79,0.96,-33.46,5.84,127.92
17113,"McLean County, Illinois",58.6,49.42,1.03,-39.48,6.12,115.31
17115,"Macon County, Illinois",58.2,25.93,1.53,-37.78,6.93,87.97
17117,"Macoupin County, Illinois",60.9,67.43,1.09,-33.30,4.45,79.68
17119,"Madison County, Illinois",68.8,70.26,1.11,-17.96,5.64,114.21
17121,"Marion County, Illinois",82.9,65.19,1.41,-30.85,5.42,81.29
17123,"Marshall County, Illinois",56.0,86.41,1.07,-29.69,5.11,124.72
17125,"Mason County, Illinois",78.8,95.07,1.18,-28.06,8.75,131.72
17127,"Massac County, Illinois",105.,82.59,1.22,-34.85,5.66,88.82
17129,"Menard County, Illinois",59.3,52.08,1.23,-36.50,6.46,93.04
17131,"Mercer County, Illinois",68.7,48.87,1.03,-46.09,4.63,69.33
17133,"Monroe County, Illinois",52.2,33.44,0.87,-35.69,4.36,74.03
17135,"Montgomery County, Illinois",53.9,62.82,1.19,-30.12,5.09,97.57
17137,"Morgan County, Illinois",68.2,92.16,1.32,-27.58,6.29,97.96
17139,"Moultrie County, Illinois",63.9,82.92,1.03,-40.06,5.60,87.22
17141,"Ogle County, Illinois",55.8,58.17,1.08,-43.14,4.94,104.75
17143,"Peoria County, Illinois",58.5,38.34,1.20,-29.93,6.27,111.06
17145,"Perry County, Illinois",71.7,100.65,1.39,-10.02,5.28,103.86
17147,"Piatt County, Illinois",51.2,35.45,1.02,-43.91,5.64,83.7
17149,"Pike County, Illinois",70.1,99.56,1.07,-30.65,5.65,101.75
17151,"Pope County, Illinois",66.9,52.71,0.99,-40.43,5.13,91.78
17153,"Pulaski County, Illinois",81.5,63.42,1.59,-40.73,5.47,84.14
17155,"Putnam County, Illinois",46.7,57.7,1.01,-39.05,5.20,122.35
17157,"Randolph County, Illinois",64.8,84.66,1.41,-13.96,4.70,99.9
17159,"Richland County, Illinois",57.0,103.59,1.02,-36.91,5.25,99.26
17161,"Rock Island County, Illinois",57.4,18.93,1.54,-44.17,5.85,91.42
17163,"Saint Clair County, Illinois",69.6,58.23,1.88,-14.31,5.67,87.17
17165,"Saline County, Illinois",86.5,77.08,1.25,-31.58,6.92,102.5
17167,"Sangamon County, Illinois",59.1,42.9,1.78,-31.89,6.86,99.97
17169,"Schuyler County, Illinois",54.9,96.55,1.12,-34.32,5.61,107.25
17171,"Scott County, Illinois",64.4,93.78,0.97,-32.18,6.81,121.83
17173,"Shelby County, Illinois",50.0,36.98,1.02,-45.76,4.97,74.98
17175,"Stark County, Illinois",64.1,50.84,1.13,-40.10,5.55,98.75
17177,"Stephenson County, Illinois",59.3,58.97,1.53,-33.47,5.21,93.44
17179,"Tazewell County, Illinois",56.2,45.18,0.89,-38.21,6.11,110.71
17181,"Union County, Illinois",71.7,83.53,0.99,-23.68,6.16,123.17
17183,"Vermilion County, Illinois",86.6,92.5,1.37,-31.90,4.91,82.86
17185,"Wabash County, Illinois",71.8,87.86,0.97,-40.30,6.16,98.48
17187,"Warren County, Illinois",61.9,64.22,1.08,-41.25,5.35,85.81
17189,"Washington County, Illinois",45.3,51.75,1.01,-26.95,4.65,103.7
17191,"Wayne County, Illinois",76.7,124.3,1.13,-32.31,6.05,114.82
17193,"White County, Illinois",82.4,107.49,1.02,-40.12,5.73,92.1
17195,"Whiteside County, Illinois",62.3,75.56,1.15,-45.04,4.23,82.74
17197,"Will County, Illinois",45.1,15.89,1.06,-35.74,5.13,119.86
17199,"Williamson County, Illinois",71.4,51.21,0.95,-31.70,5.98,91.47
17201,"Winnebago County, Illinois",57.9,47.31,1.23,-40.06,6.30,107.69
17203,"Woodford County, Illinois",52.3,63.81,1.15,-35.82,5.49,117.36
18,Indiana,69.5,68.95,1.20,-36.20,6.27,109.5
18001,"Adams County, Indiana",47.8,70.4,0.97,-36.81,6.50,129.93
18003,"Allen County, Indiana",66.9,85.74,1.13,-36.97,6.50,116.52
18005,"Bartholomew County, Indiana",74.1,64.26,1.15,-45.75,6.51,116.05
18007,"Benton County, Indiana",75.2,79,1.08,-30.26,6.37,117.96
18009,"Blackford County, Indiana",75.0,78.51,1.47,-31.17,6.53,104.5
18011,"Boone County, Indiana",66.1,52.72,0.86,-46.54,6.07,109.55
18013,"Brown County, Indiana",59.1,52.14,0.80,-52.63,5.26,100.5
18015,"Carroll County, Indiana",64.8,60.14,0.85,-34.99,6.51,139.62
18017,"Cass County, Indiana",69.1,71.69,1.33,-21.22,5.97,120.88
18019,"Clark County, Indiana",77.6,88.08,1.22,-37.31,5.55,117.14
18021,"Clay County, Indiana",71.9,64.16,1.16,-40.59,4.95,71.58
18023,"Clinton County, Indiana",71.7,66.63,0.90,-41.19,5.86,109.73
18025,"Crawford County, Indiana",81.1,77.33,1.14,-46.65,5.05,87.24
18027,"Daviess County, Indiana",65.6,51.43,0.88,-51.52,6.60,97.96
18029,"Dearborn County, Indiana",66.2,31.78,0.83,-54.98,6.06,130.13
18031,"Decatur County, Indiana",57.0,63.69,1.07,-44.78,4.76,105.09
18033,"DeKalb County, Indiana",72.3,98.1,0.99,-36.22,6.18,117.43
18035,"Delaware County, Indiana",84.0,83.64,1.48,-30.95,6.49,97.25
18037,"Dubois County, Indiana",45.2,44.45,1.05,-43.49,5.13,91.22
18039,"Elkhart County, Indiana",61.7,71,1.20,-36.49,5.74,112.23
18041,"Fayette County, Indiana",96.9,125.84,1.64,-28.64,8.29,149.47
18043,"Floyd County, Indiana",73.8,79.07,0.75,-45.15,5.67,105.02
18045,"Fountain County, Indiana",81.4,64.44,1.00,-42.64,5.27,79.72
18047,"Franklin County, Indiana",53.2,63.64,0.95,-42.63,5.59,142.7
18049,"Fulton County, Indiana",80.2,99.55,1.15,-31.72,5.80,101.27
18051,"Gibson County, Indiana",66.3,62.25,1.02,-44.81,7.29,98.41
18053,"Grant County, Indiana",91.8,105.12,1.56,-25.99,7.09,105.54
18055,"Greene County, Indiana",75.5,104.81,1.11,-42.46,5.12,93.11
18057,"Hamilton County, Indiana",48.1,0.49,0.66,-54.27,6.45,105.22
18059,"Hancock County, Indiana",63.8,27.85,0.99,-49.89,6.00,92.99
18061,"Harrison County, Indiana",73.3,84.55,0.96,-40.55,4.71,101.03
18063,"Hendricks County, Indiana",67.1,43.46,0.73,-46.70,7.74,127.96
18065,"Henry County, Indiana",75.5,91.17,1.25,-37.99,7.36,122.43
18067,"Howard County, Indiana",73.4,47.95,1.21,-28.56,5.96,104.12
18069,"Huntington County, Indiana",79.8,143.29,1.14,-29.79,7.44,134.98
18071,"Jackson County, Indiana",79.4,103.81,1.16,-41.87,7.54,137.49
18073,"Jasper County, Indiana",59.4,55.04,1.03,-28.74,5.23,111.33
18075,"Jay County, Indiana",71.6,85.58,1.17,-40.10,6.12,116.49
18077,"Jefferson County, Indiana",89.0,95.72,1.27,-38.31,6.25,122.15
18079,"Jennings County, Indiana",101.,130.18,1.18,-41.42,7.57,136.2
18081,"Johnson County, Indiana",87.8,97.61,0.92,-42.32,6.73,132.9
18083,"Knox County, Indiana",88.8,86.98,1.15,-43.84,6.66,92.13
18085,"Kosciusko County, Indiana",64.9,84.82,1.06,-35.97,6.09,108.41
18087,"LaGrange County, Indiana",52.9,45.43,0.79,-48.40,4.92,91.89
18089,"Lake County, Indiana",59.2,59.46,1.84,-5.51 ,5.59,106.86
18091,"LaPorte County, Indiana",65.0,57.25,1.29,-24.52,6.02,101.1
18093,"Lawrence County, Indiana",68.6,70.76,0.94,-47.79,4.93,89.21
18095,"Madison County, Indiana",74.9,101.51,1.18,-33.22,6.14,106.53
18097,"Marion County, Indiana",78.2,64.54,1.61,-31.49,7.04,123.59
18099,"Marshall County, Indiana",69.5,117.67,1.09,-28.42,5.89,126.97
18101,"Martin County, Indiana",73.5,59.28,1.08,-49.67,5.24,80.45
18103,"Miami County, Indiana",57.5,37.01,1.20,-33.10,5.01,89.05
18105,"Monroe County, Indiana",50.9,43.19,0.90,-55.89,4.81,88.38
18107,"Montgomery County, Indiana",68.5,67.88,0.91,-43.25,6.14,115.31
18109,"Morgan County, Indiana",91.4,80.14,0.84,-44.91,6.35,115.64
18111,"Newton County, Indiana",68.5,74.33,1.08,-22.23,5.01,107.7
18113,"Noble County, Indiana",79.9,110.59,1.01,-34.84,5.61,111.07
18115,"Ohio County, Indiana",63.8,75.38,0.90,-44.41,5.18,137.23
18117,"Orange County, Indiana",70.1,89.95,1.12,-42.30,5.39,98.04
18119,"Owen County, Indiana",78.6,113.79,1.15,-33.56,5.93,119.02
18121,"Parke County, Indiana",63.8,43.88,1.08,-43.34,5.04,75.18
18123,"Perry County, Indiana",59.4,52.97,1.10,-42.82,5.12,94.32
18125,"Pike County, Indiana",63.1,49.23,0.93,-49.38,6.36,99.6
18127,"Porter County, Indiana",56.6,33.43,1.10,-16.11,6.10,138.38
18129,"Posey County, Indiana",65.4,72.64,0.75,-46.12,6.22,87.76
18131,"Pulaski County, Indiana",67.4,91.06,1.28,-23.21,6.50,134.63
18133,"Putnam County, Indiana",59.7,54.64,0.99,-42.38,5.63,101.31
18135,"Randolph County, Indiana",64.8,64.45,1.33,-41.89,5.99,111.47
18137,"Ripley County, Indiana",65.9,81.5,0.94,-44.34,5.60,132.17
18139,"Rush County, Indiana",83.0,86.09,1.49,-41.09,6.50,114.05
18141,"Saint Joseph County, Indiana",62.4,87.47,1.32,-24.54,6.16,120.76
18143,"Scott County, Indiana",101.,128.71,1.18,-42.17,6.67,124.99
18145,"Shelby County, Indiana",73.6,52.2,1.20,-44.58,5.68,115.15
18147,"Spencer County, Indiana",52.5,31.09,0.98,-49.69,5.10,76.05
18149,"Starke County, Indiana",81.6,86.29,1.28,-24.67,5.73,109.74
18151,"Steuben County, Indiana",62.6,51.12,0.91,-44.75,5.38,91.17
18153,"Sullivan County, Indiana",78.0,96.21,1.16,-39.21,4.37,75.64
18155,"Switzerland County, Indiana",69.7,72.99,0.95,-49.55,4.98,121.38
18157,"Tippecanoe County, Indiana",65.9,30.66,0.90,-40.22,6.36,124.8
18159,"Tipton County, Indiana",63.3,56.88,1.02,-37.30,6.56,108.2
18161,"Union County, Indiana",65.0,79.86,1.21,-38.46,7.00,150.22
18163,"Vanderburgh County, Indiana",74.0,82.62,1.09,-38.74,7.31,83.76
18165,"Vermillion County, Indiana",76.1,44.31,1.00,-45.84,4.85,59.51
18167,"Vigo County, Indiana",81.5,89.84,1.13,-40.12,6.01,73.52
18169,"Wabash County, Indiana",72.1,106.97,1.36,-27.00,6.71,110.88
18171,"Warren County, Indiana",80.0,46.57,0.93,-46.43,5.40,81.55
18173,"Warrick County, Indiana",60.5,42.16,0.72,-51.40,6.02,82.42
18175,"Washington County, Indiana",84.7,133.39,0.96,-41.43,5.62,118.62
18177,"Wayne County, Indiana",73.5,86.73,1.50,-37.52,8.60,134.42
18179,"Wells County, Indiana",64.8,113.36,1.03,-32.36,7.62,144.44
18181,"White County, Indiana",73.9,48.3,1.03,-33.99,7.35,122.75
18183,"Whitley County, Indiana",71.0,97.34,0.83,-42.08,6.56,109.91
19,Iowa,57.8,60.66,1.12,-45.55,5.89,116.1
19001,"Adair County, Iowa",47.0,65.15,1.13,-44.72,5.33,123.81
19003,"Adams County, Iowa",51.9,60.27,1.47,-42.46,6.14,120.63
19005,"Allamakee County, Iowa",44.8,35.9,1.08,-49.07,5.19,107.9
19007,"Appanoose County, Iowa",46.8,38.32,0.94,-52.97,5.46,88.04
19009,"Audubon County, Iowa",52.0,47.36,1.20,-48.53,4.61,100.91
19011,"Benton County, Iowa",46.3,21.28,0.94,-53.54,4.85,83.08
19013,"Black Hawk County, Iowa",65.3,65.05,1.44,-33.77,7.52,132.65
19015,"Boone County, Iowa",62.1,125.45,1.04,-33.25,6.58,159.43
19017,"Bremer County, Iowa",37.8,30.17,0.89,-50.74,5.83,111.49
19019,"Buchanan County, Iowa",56.5,63.55,1.03,-43.75,6.22,118.68
19021,"Buena Vista County, Iowa",50.9,71.94,1.68,-32.41,6.47,162.43
19023,"Butler County, Iowa",47.5,39.18,1.06,-45.72,5.36,113.75
19025,"Calhoun County, Iowa",57.9,73.13,1.17,-48.47,6.00,119.45
19027,"Carroll County, Iowa",54.2,53.72,1.40,-44.63,5.74,117.8
19029,"Cass County, Iowa",64.3,78.42,1.58,-41.29,5.52,117.05
19031,"Cedar County, Iowa",45.1,25.87,0.98,-43.73,4.64,94.94
19033,"Cerro Gordo County, Iowa",55.5,56.6,1.37,-36.01,5.84,127.09
19035,"Cherokee County, Iowa",54.0,73.42,1.33,-40.29,5.67,135.95
19037,"Chickasaw County, Iowa",48.6,36.55,0.93,-50.50,5.35,105.81
19039,"Clarke County, Iowa",53.7,72.52,0.95,-47.27,5.76,130.06
19041,"Clay County, Iowa",57.0,70.46,1.39,-39.91,6.51,138.76
19043,"Clayton County, Iowa",47.7,41.64,0.97,-51.58,5.44,95.57
19045,"Clinton County, Iowa",51.2,31.5,1.18,-42.71,4.53,80
19047,"Crawford County, Iowa",51.4,57.94,1.19,-50.80,4.96,116.99
19049,"Dallas County, Iowa",52.0,47.73,0.81,-54.83,5.70,105.74
19051,"Davis County, Iowa",48.9,46.16,0.87,-52.23,4.66,84.02
19053,"Decatur County, Iowa",60.2,68.44,1.07,-47.39,5.52,107.7
19055,"Delaware County, Iowa",46.0,41.72,1.08,-46.80,5.97,111.36
19057,"Des Moines County, Iowa",62.0,73.45,1.25,-36.75,6.06,96.75
19059,"Dickinson County, Iowa",44.0,48.23,1.09,-49.00,4.95,114.9
19061,"Dubuque County, Iowa",52.1,43.45,1.16,-39.91,6.20,101.7
19063,"Emmet County, Iowa",47.6,47.17,1.22,-46.22,5.44,124.74
19065,"Fayette County, Iowa",49.6,59.45,1.21,-37.14,6.00,125.33
19067,"Floyd County, Iowa",51.8,55.18,1.04,-43.14,4.85,105.86
19069,"Franklin County, Iowa",44.8,65.83,1.14,-39.95,5.15,126.29
19071,"Fremont County, Iowa",75.9,74.26,2.14,-45.72,6.57,110.12
19073,"Greene County, Iowa",53.3,96.33,1.10,-46.00,5.94,133.44
19075,"Grundy County, Iowa",42.8,52.75,1.04,-42.02,5.40,134.72
19077,"Guthrie County, Iowa",52.9,59.34,1.21,-51.18,4.95,100.91
19079,"Hamilton County, Iowa",53.3,79.91,1.32,-40.58,7.04,150.9
19081,"Hancock County, Iowa",45.5,82.34,0.99,-48.54,4.90,128.36
19083,"Hardin County, Iowa",45.2,50.5,1.26,-41.88,5.55,125.85
19085,"Harrison County, Iowa",70.3,82.36,1.48,-48.33,4.99,102.01
19087,"Henry County, Iowa",52.5,76.79,1.18,-33.64,5.78,113.98
19089,"Howard County, Iowa",36.3,20.54,0.93,-51.60,5.11,110.3
19091,"Humboldt County, Iowa",54.9,82.86,0.94,-47.54,5.63,129.15
19093,"Ida County, Iowa",53.9,71.94,1.05,-50.28,5.23,126.72
19095,"Iowa County, Iowa",41.4,35.96,1.11,-41.98,5.36,106.71
19097,"Jackson County, Iowa",53.8,29.16,1.06,-44.68,4.91,84.37
19099,"Jasper County, Iowa",54.1,67.1,0.94,-47.82,6.17,114.43
19101,"Jefferson County, Iowa",45.1,30.04,0.98,-45.94,4.89,95.03
19103,"Johnson County, Iowa",42.5,21.1,0.93,-49.30,5.65,106.28
19105,"Jones County, Iowa",52.1,38.94,1.16,-43.66,5.64,101.08
19107,"Keokuk County, Iowa",54.5,39.72,0.97,-52.01,5.03,79.49
19109,"Kossuth County, Iowa",46.4,58.04,1.00,-51.16,5.04,118.89
19111,"Lee County, Iowa",68.2,100.42,1.53,-24.25,4.94,90.53
19113,"Linn County, Iowa",61.2,39.09,1.06,-43.01,5.94,101.09
19115,"Louisa County, Iowa",57.6,52.46,1.10,-43.58,5.86,107.08
19117,"Lucas County, Iowa",47.5,49.79,1.00,-52.89,5.23,96.82
19119,"Lyon County, Iowa",39.3,38.44,1.06,-51.77,5.21,126.87
19121,"Madison County, Iowa",54.4,61.74,0.89,-50.53,6.32,117.55
19123,"Mahaska County, Iowa",46.2,52.85,1.01,-51.67,4.27,81.04
19125,"Marion County, Iowa",48.7,34.9,0.93,-50.24,5.21,89.89
19127,"Marshall County, Iowa",84.5,101.37,1.24,-32.97,6.80,145.49
19129,"Mills County, Iowa",66.2,69,1.88,-41.04,5.58,122.7
19131,"Mitchell County, Iowa",31.3,10.15,0.84,-51.78,4.52,97.86
19133,"Monona County, Iowa",67.7,85.23,1.25,-46.63,5.98,127.5
19135,"Monroe County, Iowa",64.7,69.54,1.15,-50.13,5.37,82.74
19137,"Montgomery County, Iowa",82.4,94.02,1.89,-32.98,6.67,127.02
19139,"Muscatine County, Iowa",60.5,33.94,1.18,-39.33,5.78,104.4
19141,"O'Brien County, Iowa",50.1,61.2,1.49,-38.78,6.12,151.7
19143,"Osceola County, Iowa",32.8,21.96,1.02,-55.54,4.28,104.21
19145,"Page County, Iowa",70.3,75.81,2.09,-34.53,6.12,123.56
19147,"Palo Alto County, Iowa",57.9,72.46,1.15,-48.08,4.80,116.28
19149,"Plymouth County, Iowa",42.7,37.4,0.92,-53.61,5.32,126.23
19151,"Pocahontas County, Iowa",55.9,81.31,1.19,-47.49,5.90,130.55
19153,"Polk County, Iowa",66.4,79.39,0.86,-47.79,6.37,119.21
19155,"Pottawattamie County, Iowa",82.4,90.46,1.48,-43.86,7.32,142.2
19157,"Poweshiek County, Iowa",62.4,95.35,1.08,-43.75,5.06,111.45
19159,"Ringgold County, Iowa",49.9,59.29,0.96,-52.02,5.14,106.13
19161,"Sac County, Iowa",56.1,80.64,1.08,-49.47,4.90,113.72
19163,"Scott County, Iowa",62.9,20.88,1.17,-43.43,6.00,89.83
19165,"Shelby County, Iowa",44.3,44.63,1.62,-43.47,5.17,120.15
19167,"Sioux County, Iowa",36.0,31.23,1.00,-51.81,4.75,124.33
19169,"Story County, Iowa",41.9,65.58,0.76,-48.65,5.16,125.57
19171,"Tama County, Iowa",54.6,66.45,1.05,-42.80,6.12,139.31
19173,"Taylor County, Iowa",61.6,58.4,1.55,-46.81,6.51,110.29
19175,"Union County, Iowa",62.3,69.81,1.08,-47.23,6.31,116.93
19177,"Van Buren County, Iowa",52.1,62.31,1.15,-41.14,4.53,88.92
19179,"Wapello County, Iowa",66.7,48.67,1.20,-44.05,5.94,81.05
19181,"Warren County, Iowa",66.0,83.84,0.74,-50.90,6.77,127.36
19183,"Washington County, Iowa",54.4,60.03,0.95,-46.17,5.56,104.56
19185,"Wayne County, Iowa",54.9,49.05,1.12,-50.85,5.15,96.26
19187,"Webster County, Iowa",91.3,170.55,1.27,-34.60,7.54,156.68
19189,"Winnebago County, Iowa",37.4,53.08,1.14,-47.24,4.80,127.42
19191,"Winneshiek County, Iowa",41.7,36.13,0.99,-51.06,6.14,119.17
19193,"Woodbury County, Iowa",78.2,92.65,1.19,-46.18,6.13,127.39
19195,"Worth County, Iowa",42.3,43.5,1.10,-43.58,5.63,123.43
19197,"Wright County, Iowa",50.9,90.23,1.10,-42.57,6.04,143.91
2,Alaska,51.3,-6.89,1.57,-35.24,6.16,77.34
20,Kansas,63.3,56.07,1.10,-43.43,5.94,97
20001,"Allen County, Kansas",70.0,68.46,1.11,-36.83,5.63,90.82
20003,"Anderson County, Kansas",59.5,71.59,0.93,-42.92,4.72,85.62
20005,"Atchison County, Kansas",75.6,83.73,1.30,-30.59,7.64,126.56
20007,"Barber County, Kansas",70.5,86.9,1.24,-45.96,4.46,90.37
20009,"Barton County, Kansas",59.5,71.44,1.17,-42.61,5.29,85.11
20011,"Bourbon County, Kansas",68.5,78.19,1.02,-37.08,5.15,87.81
20013,"Brown County, Kansas",66.5,83.82,1.36,-31.52,6.74,128.99
20015,"Butler County, Kansas",81.3,111.98,1.05,-36.03,5.69,103.18
20017,"Chase County, Kansas",62.3,81.57,1.01,-41.37,4.78,96.35
20019,"Chautauqua County, Kansas",58.3,84.97,1.20,-34.99,4.16,100.35
20021,"Cherokee County, Kansas",92.2,100.85,1.09,-35.84,5.09,82.14
20023,"Cheyenne County, Kansas",51.0,48.21,0.97,-57.22,3.86,96.9
20025,"Clark County, Kansas",57.3,66.53,1.13,-42.90,4.15,90.96
20027,"Clay County, Kansas",64.5,74.7,1.28,-48.72,5.57,92.19
20029,"Cloud County, Kansas",63.6,79.46,1.38,-43.54,4.99,95.55
20031,"Coffey County, Kansas",67.1,75.84,0.97,-40.43,4.94,91.1
20033,"Comanche County, Kansas",59.6,92.54,1.23,-39.25,4.05,99.19
20035,"Cowley County, Kansas",74.8,95.06,1.23,-30.57,5.40,112.93
20037,"Crawford County, Kansas",73.2,61.12,1.06,-36.74,5.91,93.76
20039,"Decatur County, Kansas",61.2,64.25,1.49,-48.77,5.43,106.74
20041,"Dickinson County, Kansas",67.8,78.73,1.22,-43.87,5.47,86.69
20043,"Doniphan County, Kansas",71.8,55.32,1.34,-40.02,5.47,87.12
20045,"Douglas County, Kansas",55.9,42.86,0.92,-42.54,7.80,124.06
20047,"Edwards County, Kansas",64.9,73.93,1.00,-47.88,4.52,87.35
20049,"Elk County, Kansas",55.9,72.15,1.07,-42.45,4.49,86.52
20051,"Ellis County, Kansas",61.1,72.66,1.06,-49.10,6.41,100.1
20053,"Ellsworth County, Kansas",56.4,69.93,1.16,-45.51,5.47,98.02
20055,"Finney County, Kansas",54.6,42.98,0.99,-49.44,5.56,96.22
20057,"Ford County, Kansas",69.5,68.02,1.27,-42.83,5.06,94.81
20059,"Franklin County, Kansas",75.8,71.56,1.08,-34.76,5.76,93.97
20061,"Geary County, Kansas",64.2,55.53,1.51,-48.31,6.08,75.87
20063,"Gove County, Kansas",61.4,56.73,1.12,-54.44,5.58,99.8
20065,"Graham County, Kansas",59.0,60.16,1.17,-53.90,6.16,105.41
20067,"Grant County, Kansas",61.1,24.47,0.89,-56.59,5.51,79.58
20069,"Gray County, Kansas",63.7,55.19,0.97,-50.30,4.99,82.35
20071,"Greeley County, Kansas",96.4,66.25,1.05,-60.99,5.76,86.43
20073,"Greenwood County, Kansas",68.5,105.62,1.11,-36.70,4.81,98.97
